410625;cápa ;shark;[sound:NewEnglishFileIntHU410625A.mp3];x;3C
410626;lépés  (n);step;[sound:NewEnglishFileIntHU410626A.mp3];x;3C
410627;még mindig ;still;[sound:NewEnglishFileIntHU410627A.mp3];x;3C
410628;letép  (v);tear;[sound:NewEnglishFileIntHU410628A.mp3];x;3C
410629;fel van villanyozva, nagyon örül vminek ;thrilled;[sound:NewEnglishFileIntHU410629A.mp3];x;3C
410630;hullám  (n);wave;[sound:NewEnglishFileIntHU410630A.mp3];x;3C
410631;bölcsen ;wisely;[sound:NewEnglishFileIntHU410631A.mp3];x;3C
410632;Oktatás ;Education;[sound:NewEnglishFileIntHU410632A.mp3];x;4A
410633;viselkedik ;behave;[sound:NewEnglishFileIntHU410633A.mp3];x;4A
410634;bentlakásos iskola ;boarding school;[sound:NewEnglishFileIntHU410634A.mp3];x;4A
410635;puskázik, csal  (v);cheat;[sound:NewEnglishFileIntHU410635A.mp3];x;4A
410636;fegyelem  (n);discipline;[sound:NewEnglishFileIntHU410636A.mp3];x;4A
410637;házi feladatot készít ;do homework;[sound:NewEnglishFileIntHU410637A.mp3];x;4A
410638;megbukik ;fail;[sound:NewEnglishFileIntHU410638A.mp3];x;4A
410639;jegy, érdemjegy ;grade;[sound:NewEnglishFileIntHU410639A.mp3];x;4A
410640;diplomás ;graduate;[sound:NewEnglishFileIntHU410640A.mp3];x;4A
410641;iskolaigazgató ;head teacher;[sound:NewEnglishFileIntHU410641A.mp3];x;4A
410642;tanul ;learn;[sound:NewEnglishFileIntHU410642A.mp3];x;4A
410643;elhagyja az iskolát ;leave the school;[sound:NewEnglishFileIntHU410643A.mp3];x;4A
410644;osztályzat, pontszám ;mark;[sound:NewEnglishFileIntHU410644A.mp3];x;4A
410645;matek ;maths;[sound:NewEnglishFileIntHU410645A.mp3];x;4A
410646;óvoda ;nursery school;[sound:NewEnglishFileIntHU410646A.mp3];x;4A
410647;átmegy, leteszi a vizsgát  (v);pass;[sound:NewEnglishFileIntHU410647A.mp3];x;4A
410648;általános iskola ;primary school;[sound:NewEnglishFileIntHU410648A.mp3];x;4A
410649;magániskola ;private school;[sound:NewEnglishFileIntHU410649A.mp3];x;4A
410650;egyetemi tanár, professzor ;professor;[sound:NewEnglishFileIntHU410650A.mp3];x;4A
410651;diák ;pupil;[sound:NewEnglishFileIntHU410651A.mp3];x;4A
410652;egyházi iskola ;religious school;[sound:NewEnglishFileIntHU410652A.mp3];x;4A
410653;eredmény ;result;[sound:NewEnglishFileIntHU410653A.mp3];x;4A
410654;ismétel ;revise;[sound:NewEnglishFileIntHU410654A.mp3];x;4A
410655;középiskola ;secondary school;[sound:NewEnglishFileIntHU410655A.mp3];x;4A
410656;elkezd  (v);start;[sound:NewEnglishFileIntHU410656A.mp3];x;4A
410657;állami iskola ;state school;[sound:NewEnglishFileIntHU410657A.mp3];x;4A
410658;szigorú ;strict;[sound:NewEnglishFileIntHU410658A.mp3];x;4A
410659;diák, egyetemista ;student;[sound:NewEnglishFileIntHU410659A.mp3];x;4A
410660;tanul, tanulmányoz ;study;[sound:NewEnglishFileIntHU410660A.mp3];x;4A
410661;tantárgy ;subject;[sound:NewEnglishFileIntHU410661A.mp3];x;4A
410662;vizsgázik ;take an exam;[sound:NewEnglishFileIntHU410662A.mp3];x;4A
410663;tanulmányi időszak (pl. félév) ;term;[sound:NewEnglishFileIntHU410663A.mp3];x;4A
410664;órarend ;timetable;[sound:NewEnglishFileIntHU410664A.mp3];x;4A
410665;egyenruha ;uniform;[sound:NewEnglishFileIntHU410665A.mp3];x;4A
410666;viselkedés ;behaviour;[sound:NewEnglishFileIntHU410666A.mp3];x;4A
410667;csengő ;bell;[sound:NewEnglishFileIntHU410667A.mp3];x;4A
410668;menza, étkezde ;canteen;[sound:NewEnglishFileIntHU410668A.mp3];x;4A
410669;begombol (pl. kabátot) ;do up (coat);[sound:NewEnglishFileIntHU410669A.mp3];x;4A
410670;hatékony ;effective;[sound:NewEnglishFileIntHU410670A.mp3];x;4A
410671;végül ;finally;[sound:NewEnglishFileIntHU410671A.mp3];x;4A
410672;először is ;first of all;[sound:NewEnglishFileIntHU410672A.mp3];x;4A
410673;megbüntet ;punish;[sound:NewEnglishFileIntHU410673A.mp3];x;4A
410674;másodszor ;secondly;[sound:NewEnglishFileIntHU410674A.mp3];x;4A
410675;enyhén, kissé ;slightly;[sound:NewEnglishFileIntHU410675A.mp3];x;4A
410676;fogad  (v);bet;[sound:NewEnglishFileIntHU410676A.mp3];x;4A
410677;biológia ;biology;[sound:NewEnglishFileIntHU410677A.mp3];x;4A
410678;postán ;by post;[sound:NewEnglishFileIntHU410678A.mp3];x;4A
410679;nádpálca  (n);cane;[sound:NewEnglishFileIntHU410679A.mp3];x;4A
410680;főváros ;capital;[sound:NewEnglishFileIntHU410680A.mp3];x;4A
410681;ünnepel ;celebrate;[sound:NewEnglishFileIntHU410681A.mp3];x;4A
410682;ünnep, ünnepély ;celebration;[sound:NewEnglishFileIntHU410682A.mp3];x;4A
410683;kémia ;chemistry;[sound:NewEnglishFileIntHU410683A.mp3];x;4A
410684;terepfutás ;cross-country run;[sound:NewEnglishFileIntHU410684A.mp3];x;4A
410685;kábult  (adj);dazed;[sound:NewEnglishFileIntHU410685A.mp3];x;4A
410686;napló ;diary;[sound:NewEnglishFileIntHU410686A.mp3];x;4A
410687;kivéve ;except;[sound:NewEnglishFileIntHU410687A.mp3];x;4A
410688;vár, elvár ;expect;[sound:NewEnglishFileIntHU410688A.mp3];x;4A
410689;kísérlet  (n);experiment;[sound:NewEnglishFileIntHU410689A.mp3];x;4A
410690;elbűvölő, lebilincselő ;fascinating;[sound:NewEnglishFileIntHU410690A.mp3];x;4A
410691;földrajz ;geography;[sound:NewEnglishFileIntHU410691A.mp3];x;4A
410692;kapcsolatba lép vkivel ;get in touch with;[sound:NewEnglishFileIntHU410692A.mp3];x;4A
410693;bead vmit ;give something in;[sound:NewEnglishFileIntHU410693A.mp3];x;4A
410694;nehéz, kemény ;hard;[sound:NewEnglishFileIntHU410694A.mp3];x;4A
410695;történelem ;history;[sound:NewEnglishFileIntHU410695A.mp3];x;4A
410696;elképzel ;imagine;[sound:NewEnglishFileIntHU410696A.mp3];x;4A
410697;cserébe ;in return;[sound:NewEnglishFileIntHU410697A.mp3];x;4A
410698;információs technológia, informatika ;information technology ;[sound:NewEnglishFileIntHU410698A.mp3];x;4A
410699;kikérdez, kihallgat, vallat ;interrogate;[sound:NewEnglishFileIntHU410699A.mp3];x;4A
410700;feltalál ;invent;[sound:NewEnglishFileIntHU410700A.mp3];x;4A
410701;irodalom ;literature;[sound:NewEnglishFileIntHU410701A.mp3];x;4A
410702;matek  (pl n);maths;[sound:NewEnglishFileIntHU410702A.mp3];x;4A
410703;módszer ;method;[sound:NewEnglishFileIntHU410703A.mp3];x;4A
410704;fizika  (pl n);physics;[sound:NewEnglishFileIntHU410704A.mp3];x;4A
410705;politikus ;politician;[sound:NewEnglishFileIntHU410705A.mp3];x;4A
410706;népszerű ;popular;[sound:NewEnglishFileIntHU410706A.mp3];x;4A
410707;ismétlés ;revision;[sound:NewEnglishFileIntHU410707A.mp3];x;4A
410708;táblázat, táblázatkezelő program ;spreadsheet;[sound:NewEnglishFileIntHU410708A.mp3];x;4A
410709;szokatlan ;unusual;[sound:NewEnglishFileIntHU410709A.mp3];x;4A
410710;fehér tábla ;whiteboard;[sound:NewEnglishFileIntHU410710A.mp3];x;4A
410711;Házak  ;Houses;[sound:NewEnglishFileIntHU410711A.mp3];x;4B
410712;karosszék ;armchair;[sound:NewEnglishFileIntHU410712A.mp3];x;4B
410713;erkély ;balcony;[sound:NewEnglishFileIntHU410713A.mp3];x;4B
410714;fürdőszoba ;bathroom;[sound:NewEnglishFileIntHU410714A.mp3];x;4B
410715;hálószoba ;bedroom;[sound:NewEnglishFileIntHU410715A.mp3];x;4B
410716;éjjeliszekrény ;bedside table;[sound:NewEnglishFileIntHU410716A.mp3];x;4B
410717;lakóház, háztömb ;block of flats;[sound:NewEnglishFileIntHU410717A.mp3];x;4B
410718;fiókos szekrény, komód ;chest of drawers;[sound:NewEnglishFileIntHU410718A.mp3];x;4B
410719;kémény ;chimney;[sound:NewEnglishFileIntHU410719A.mp3];x;4B
410720;városközpont ;city centre;[sound:NewEnglishFileIntHU410720A.mp3];x;4B
410721;dohányzóasztal ;coffee table;[sound:NewEnglishFileIntHU410721A.mp3];x;4B
410722;vidéki ház, nyaraló ;cottage;[sound:NewEnglishFileIntHU410722A.mp3];x;4B
410723;családi ház ;detached house;[sound:NewEnglishFileIntHU410723A.mp3];x;4B
410724;mosogatógép ;dishwasher;[sound:NewEnglishFileIntHU410724A.mp3];x;4B
410725;garázs ;garage;[sound:NewEnglishFileIntHU410725A.mp3];x;4B
410726;kert ;garden;[sound:NewEnglishFileIntHU410726A.mp3];x;4B
410727;kapu ;gate;[sound:NewEnglishFileIntHU410727A.mp3];x;4B
410728;konyha ;kitchen;[sound:NewEnglishFileIntHU410728A.mp3];x;4B
410729;nappali ;living room;[sound:NewEnglishFileIntHU410729A.mp3];x;4B
410730;ösvény ;path;[sound:NewEnglishFileIntHU410730A.mp3];x;4B
410731;lakóövezet ;residential area;[sound:NewEnglishFileIntHU410731A.mp3];x;4B
410732;tető ;roof;[sound:NewEnglishFileIntHU410732A.mp3];x;4B
410733;második emelet ;second floor;[sound:NewEnglishFileIntHU410733A.mp3];x;4B
410734;zuhany ;shower;[sound:NewEnglishFileIntHU410734A.mp3];x;4B
410735;mosogató ;sink;[sound:NewEnglishFileIntHU410735A.mp3];x;4B
410736;kisváros ;small town;[sound:NewEnglishFileIntHU410736A.mp3];x;4B
410737;lépcső ;step;[sound:NewEnglishFileIntHU410737A.mp3];x;4B
410738;külváros  (pl n);suburbs;[sound:NewEnglishFileIntHU410738A.mp3];x;4B
410739;terasz ;terrace;[sound:NewEnglishFileIntHU410739A.mp3];x;4B
410740;sorház ;terraced house;[sound:NewEnglishFileIntHU410740A.mp3];x;4B
410741;vidék ;the country;[sound:NewEnglishFileIntHU410741A.mp3];x;4B
410742;falu ;village;[sound:NewEnglishFileIntHU410742A.mp3];x;4B
410743;fal ;wall;[sound:NewEnglishFileIntHU410743A.mp3];x;4B
410744;mosdó ;washbasin;[sound:NewEnglishFileIntHU410744A.mp3];x;4B
410745;ecset ;(paint) brush;[sound:NewEnglishFileIntHU410745A.mp3];x;4B
410746;bejárat ;entrance;[sound:NewEnglishFileIntHU410746A.mp3];x;4B
410747;különleges, rendkívüli ;extraordinary;[sound:NewEnglishFileIntHU410747A.mp3];x;4B
410748;hatalmas ;huge;[sound:NewEnglishFileIntHU410748A.mp3];x;4B
410749;ideális ;ideal;[sound:NewEnglishFileIntHU410749A.mp3];x;4B
410750;földszinti terasz ;patio;[sound:NewEnglishFileIntHU410750A.mp3];x;4B
410751;zsalugáter ;shutter;[sound:NewEnglishFileIntHU410751A.mp3];x;4B
410752;tágas ;spacious;[sound:NewEnglishFileIntHU410752A.mp3];x;4B
410753;vmivel körülvett ;surrounded by;[sound:NewEnglishFileIntHU410753A.mp3];x;4B
410754;levegős ;airy;[sound:NewEnglishFileIntHU410754A.mp3];x;4B
410755;mennyezet ;ceiling;[sound:NewEnglishFileIntHU410755A.mp3];x;4B
410756;verseny ;competition;[sound:NewEnglishFileIntHU410756A.mp3];x;4B
410757;szekrény (nem ruhás) ;cupboard;[sound:NewEnglishFileIntHU410757A.mp3];x;4B
410758;tálaló ;dresser;[sound:NewEnglishFileIntHU410758A.mp3];x;4B
410759;padló / szint, emelet ;floor;[sound:NewEnglishFileIntHU410759A.mp3];x;4B
410760;galéria ;gallery;[sound:NewEnglishFileIntHU410760A.mp3];x;4B
410761;nem praktikus ;impractical;[sound:NewEnglishFileIntHU410761A.mp3];x;4B
410762;vezető ;leader;[sound:NewEnglishFileIntHU410762A.mp3];x;4B
410763;minimalista ;minimalist;[sound:NewEnglishFileIntHU410763A.mp3];x;4B
410764;modern ;modern;[sound:NewEnglishFileIntHU410764A.mp3];x;4B
410765;festmény ;painting;[sound:NewEnglishFileIntHU410765A.mp3];x;4B
410766;időszak ;period;[sound:NewEnglishFileIntHU410766A.mp3];x;4B
410767;kisállat, kedvenc ;pet;[sound:NewEnglishFileIntHU410767A.mp3];x;4B
410768;festői ;picturesque;[sound:NewEnglishFileIntHU410768A.mp3];x;4B
410769;távoli ;remote;[sound:NewEnglishFileIntHU410769A.mp3];x;4B
410770;megoszt  (v);share;[sound:NewEnglishFileIntHU410770A.mp3];x;4B
410771;szobor ;statue;[sound:NewEnglishFileIntHU410771A.mp3];x;4B
410772;divatos, elegáns ;stylish;[sound:NewEnglishFileIntHU410772A.mp3];x;4B
410773;vacsora ;supper;[sound:NewEnglishFileIntHU410773A.mp3];x;4B
410774;érintetlen, romlatlan ;unspoilt;[sound:NewEnglishFileIntHU410774A.mp3];x;4B
410775;emelet ;upstairs;[sound:NewEnglishFileIntHU410775A.mp3];x;4B
410776;kilátás ;view ;[sound:NewEnglishFileIntHU410776A.mp3];x;4B
410777;szakít vkivel ;break up with somebody;[sound:NewEnglishFileIntHU410777A.mp3];x;4C
410778;kapcsolatba kerül vkivel ;get in touch with somebody;[sound:NewEnglishFileIntHU410778A.mp3];x;4C
410779;megszabadul vmitől ;get rid of something;[sound:NewEnglishFileIntHU410779A.mp3];x;4C
410780;(alaposabban)megismer vkit ;get to know somebody;[sound:NewEnglishFileIntHU410780A.mp3];x;4C
410781;mentegetőzik ;make an excuse;[sound:NewEnglishFileIntHU410781A.mp3];x;4C
410782;rájön vmire ;realize something;[sound:NewEnglishFileIntHU410782A.mp3];x;4C
410783;válaszol, felel  (v);reply;[sound:NewEnglishFileIntHU410783A.mp3];x;4C
410784;hajlamos vmire ;tend to do something;[sound:NewEnglishFileIntHU410784A.mp3];x;4C
410785;hasznos ;useful;[sound:NewEnglishFileIntHU410785A.mp3];x;4C
410786;tűnődik  (v);wonder ;[sound:NewEnglishFileIntHU410786A.mp3];x;4C
410787;vitázik, érvel ;argue;[sound:NewEnglishFileIntHU410787A.mp3];x;4C
410788;osztálytárs ;classmate;[sound:NewEnglishFileIntHU410788A.mp3];x;4C
410789;közeli  (adj);close;[sound:NewEnglishFileIntHU410789A.mp3];x;4C
410790;kávészünet ;coffee break;[sound:NewEnglishFileIntHU410790A.mp3];x;4C
410791;kolléga, munkatárs ;colleague;[sound:NewEnglishFileIntHU410791A.mp3];x;4C
410792;kóma ;coma;[sound:NewEnglishFileIntHU410792A.mp3];x;4C
410793;fésül / fésű ;comb;[sound:NewEnglishFileIntHU410793A.mp3];x;4C
410794;felveszi vkivel a kapcsolatot ;contact somebody;[sound:NewEnglishFileIntHU410794A.mp3];x;4C
410795;zárda ;convent;[sound:NewEnglishFileIntHU410795A.mp3];x;4C
410796;hagyományos ;conventional;[sound:NewEnglishFileIntHU410796A.mp3];x;4C
410797;címjegyzék ;directory;[sound:NewEnglishFileIntHU410797A.mp3];x;4C
410798;szerelmes lesz vkibe ;fall in love with somebody;[sound:NewEnglishFileIntHU410798A.mp3];x;4C
410799;barátság ;friendship;[sound:NewEnglishFileIntHU410799A.mp3];x;4C
410800;jól kijön vkivel ;get on well with somebody;[sound:NewEnglishFileIntHU410800A.mp3];x;4C
410801;van közös vonása/érdeklődése vkivel ;have something in common;[sound:NewEnglishFileIntHU410801A.mp3];x;4C
410802;vmit keresve ;in search of something;[sound:NewEnglishFileIntHU410802A.mp3];x;4C
410803;intenzív, erőteljes ;intense;[sound:NewEnglishFileIntHU410803A.mp3];x;4C
410804;intim ;intimate;[sound:NewEnglishFileIntHU410804A.mp3];x;4C
410805;kapcsolatot tart vkivel ;keep in touch with somebody;[sound:NewEnglishFileIntHU410805A.mp3];x;4C
410806;tud, ismer ;know;[sound:NewEnglishFileIntHU410806A.mp3];x;4C
410807;elveszti a kapcsolatot vkivel ;lose touch with somebody;[sound:NewEnglishFileIntHU410807A.mp3];x;4C
410808;találkozik ;meet;[sound:NewEnglishFileIntHU410808A.mp3];x;4C
410809;tag ;member;[sound:NewEnglishFileIntHU410809A.mp3];x;4C
410810;megígér  (v);promise;[sound:NewEnglishFileIntHU410810A.mp3];x;4C
410811;valódi ;real;[sound:NewEnglishFileIntHU410811A.mp3];x;4C
410812;lázadó  (n);rebel;[sound:NewEnglishFileIntHU410812A.mp3];x;4C
410813;elismer ;recognize;[sound:NewEnglishFileIntHU410813A.mp3];x;4C
410814;regisztrál  (v);register ;[sound:NewEnglishFileIntHU410814A.mp3];x;4C
410815;felfed, elárul, leleplez ;reveal;[sound:NewEnglishFileIntHU410815A.mp3];x;4C
410816;kortyol ;sip;[sound:NewEnglishFileIntHU410816A.mp3];x;4C
410817;társasági életet él ;socialize;[sound:NewEnglishFileIntHU410817A.mp3];x;4C
410818;szál ;strand;[sound:NewEnglishFileIntHU410818A.mp3];x;4C
410819;siker ;success;[sound:NewEnglishFileIntHU410819A.mp3];x;4C
410820;felszínes ;superficial;[sound:NewEnglishFileIntHU410820A.mp3];x;4C
410821;weboldal ;web page;[sound:NewEnglishFileIntHU410821A.mp3];x;4C
410822;cél ;aim;[sound:NewEnglishFileIntHU410822A.mp3];x;5A
410823;egyensúly  (n);balance;[sound:NewEnglishFileIntHU410823A.mp3];x;5A
410824;bátorít, buzdít, ösztönöz ;encourage;[sound:NewEnglishFileIntHU410824A.mp3];x;5A
410825;íz, ízesítés  (n);flavour ;[sound:NewEnglishFileIntHU410825A.mp3];x;5A
410826;globális ;global;[sound:NewEnglishFileIntHU410826A.mp3];x;5A
410827;növel, növekszik  (v);increase;[sound:NewEnglishFileIntHU410827A.mp3];x;5A
410828;bio ;organic;[sound:NewEnglishFileIntHU410828A.mp3];x;5A
410829;véd, óv ;protect;[sound:NewEnglishFileIntHU410829A.mp3];x;5A
410830;csökkent ;reduce;[sound:NewEnglishFileIntHU410830A.mp3];x;5A
410831;tragikus ;tragic;[sound:NewEnglishFileIntHU410831A.mp3];x;5A
410832;külföldön ;abroad;[sound:NewEnglishFileIntHU410832A.mp3];x;5A
410833;betilt ;ban;[sound:NewEnglishFileIntHU410833A.mp3];x;5A
410834;hasznot húz  (v);benefit;[sound:NewEnglishFileIntHU410834A.mp3];x;5A
410835;ellenforradalom ;counter-revolution;[sound:NewEnglishFileIntHU410835A.mp3];x;5A
410836;nagyon boldog ;delighted;[sound:NewEnglishFileIntHU410836A.mp3];x;5A
410837;hűtő ;fridge;[sound:NewEnglishFileIntHU410837A.mp3];x;5A
410838;kormány (államé) ;government;[sound:NewEnglishFileIntHU410838A.mp3];x;5A
410839;tornaterem, edzőterem ;gym;[sound:NewEnglishFileIntHU410839A.mp3];x;5A
410840;szinte sosem, alig valamikor ;hardly ever;[sound:NewEnglishFileIntHU410840A.mp3];x;5A
410841;helyett ;instead;[sound:NewEnglishFileIntHU410841A.mp3];x;5A
410842;testedzést végezni, fittnek maradni ;keep fit;[sound:NewEnglishFileIntHU410842A.mp3];x;5A
410843;nevet ;laugh;[sound:NewEnglishFileIntHU410843A.mp3];x;5A
410844;élénk, mozgalmas ;lively;[sound:NewEnglishFileIntHU410844A.mp3];x;5A
410845;nagy tömegben gyártott ;mass-produced;[sound:NewEnglishFileIntHU410845A.mp3];x;5A
410846;meditáció ;meditation;[sound:NewEnglishFileIntHU410846A.mp3];x;5A
410847;előléptet / reklámoz ;promote;[sound:NewEnglishFileIntHU410847A.mp3];x;5A
410848;javasol ;propose;[sound:NewEnglishFileIntHU410848A.mp3];x;5A
410849;emlékeztet ;remind;[sound:NewEnglishFileIntHU410849A.mp3];x;5A
410850;(helyi) lakos ;resident;[sound:NewEnglishFileIntHU410850A.mp3];x;5A
410851;szabály ;rule;[sound:NewEnglishFileIntHU410851A.mp3];x;5A
410852;fizetés ;salary;[sound:NewEnglishFileIntHU410852A.mp3];x;5A
410853;kielégítő, örömet okozó ;satisfying;[sound:NewEnglishFileIntHU410853A.mp3];x;5A
410854;barátokkal találkozik ;see friends;[sound:NewEnglishFileIntHU410854A.mp3];x;5A
410855;hasonló ;similar;[sound:NewEnglishFileIntHU410855A.mp3];x;5A
410856;sikerül ;succeed;[sound:NewEnglishFileIntHU410856A.mp3];x;5A
410857;túlél ;survive;[sound:NewEnglishFileIntHU410857A.mp3];X;5A
410858;borravaló  (n);tip;[sound:NewEnglishFileIntHU410858A.mp3];X;5A
410859;kemény, nehéz ;tough;[sound:NewEnglishFileIntHU410859A.mp3];X;5A
410860;munkanélküliség ;unemployment;[sound:NewEnglishFileIntHU410860A.mp3];X;5A
410861;érték ;value;[sound:NewEnglishFileIntHU410861A.mp3];X;5A
410862;vadvilág ;wildlife;[sound:NewEnglishFileIntHU410862A.mp3];X;5A
410863;… szerint ;according to;[sound:NewEnglishFileIntHU410863A.mp3];X;5B
410864;pletyka ;gossip;[sound:NewEnglishFileIntHU410864A.mp3];X;5B
410865;bár, habár ;however;[sound:NewEnglishFileIntHU410865A.mp3];X;5B
410866;általában ;in general;[sound:NewEnglishFileIntHU410866A.mp3];X;5B
410867;köröm ;(finger) nail;[sound:NewEnglishFileIntHU410867A.mp3];X;5B
410868;másrészt ;on the other hand;[sound:NewEnglishFileIntHU410868A.mp3];X;5B
410869;sima, egyenletes ;smooth;[sound:NewEnglishFileIntHU410869A.mp3];X;5B
410870;szappan ;soap;[sound:NewEnglishFileIntHU410870A.mp3];X;5B
410871;ragadós, ragacsos ;sticky;[sound:NewEnglishFileIntHU410871A.mp3];X;5B
410872;míg, ellenben ;whereas;[sound:NewEnglishFileIntHU410872A.mp3];X;5B
410873;hiányzik ;absent;[sound:NewEnglishFileIntHU410873A.mp3];X;5B
410874;csodál ;admire;[sound:NewEnglishFileIntHU410874A.mp3];X;5B
410875;évforduló ;anniversary;[sound:NewEnglishFileIntHU410875A.mp3];X;5B
410876;eltévedt ;be lost;[sound:NewEnglishFileIntHU410876A.mp3];X;5B
410877;cseveg  (v);chat;[sound:NewEnglishFileIntHU410877A.mp3];X;5B
410878;tisztít (sebet, bőrt) ;cleanse;[sound:NewEnglishFileIntHU410878A.mp3];X;5B
410879;koncentrál, összpontosít ;concentrate;[sound:NewEnglishFileIntHU410879A.mp3];X;5B
410880;isteni ;divine;[sound:NewEnglishFileIntHU410880A.mp3];X;5B
410881;lemezlovas ;DJ;[sound:NewEnglishFileIntHU410881A.mp3];X;5B
410882;arc- ;facial;[sound:NewEnglishFileIntHU410882A.mp3];X;5B
410883;komolytalan, könnyelmű, frivol ;frivolous;[sound:NewEnglishFileIntHU410883A.mp3];X;5B
410884;üzemanyag befecskendezés ;fuel injection;[sound:NewEnglishFileIntHU410884A.mp3];X;5B
410885;örül ;glad;[sound:NewEnglishFileIntHU410885A.mp3];X;5B
410886;menny ;heaven;[sound:NewEnglishFileIntHU410886A.mp3];X;5B
410887;üzenet ;massage;[sound:NewEnglishFileIntHU410887A.mp3];X;5B
410888;multinacionális, többnemzetiségű ;multinational;[sound:NewEnglishFileIntHU410888A.mp3];X;5B
410889;pedikűr ;pedicure;[sound:NewEnglishFileIntHU410889A.mp3];X;5B
410890;bolygó ;planet;[sound:NewEnglishFileIntHU410890A.mp3];X;5B
410891;szórakozik, játszadozik (átv.) ;play games;[sound:NewEnglishFileIntHU410891A.mp3];X;5B
410892;fényesítés, fényezés  (n);polish;[sound:NewEnglishFileIntHU410892A.mp3];X;5B
410893;ügynök, eladó ;salesman;[sound:NewEnglishFileIntHU410893A.mp3];X;5B
410894;szauna ;sauna;[sound:NewEnglishFileIntHU410894A.mp3];X;5B
410895;lepedő ;sheet;[sound:NewEnglishFileIntHU410895A.mp3];X;5B
410896;bőr ;skin;[sound:NewEnglishFileIntHU410896A.mp3];X;5B
410897;fürdő, gyógyközpont ;spa;[sound:NewEnglishFileIntHU410897A.mp3];X;5B
410898;otthon marad, nem mozdul ki ;stay in;[sound:NewEnglishFileIntHU410898A.mp3];X;5B
410899;gőz ;steam;[sound:NewEnglishFileIntHU410899A.mp3];X;5B
410900;ragaszkodik vmihez ;stick to  something;[sound:NewEnglishFileIntHU410900A.mp3];X;5B
410901;kaszkadőr ;stuntman;[sound:NewEnglishFileIntHU410901A.mp3];X;5B
410902;alany ;subject;[sound:NewEnglishFileIntHU410902A.mp3];X;5B
410903;öltöny ;suit;[sound:NewEnglishFileIntHU410903A.mp3];X;5B
410904;hajlamos ;tend to;[sound:NewEnglishFileIntHU410904A.mp3];X;5B
410905;termál ;thermal;[sound:NewEnglishFileIntHU410905A.mp3];X;5B
410906;téma, tárgy ;topic;[sound:NewEnglishFileIntHU410906A.mp3];X;5B
410907;edző ;trainer;[sound:NewEnglishFileIntHU410907A.mp3];X;5B
410908;kezelés ;treatment;[sound:NewEnglishFileIntHU410908A.mp3];X;5B
410909;jelentéktelen, elhanyagolható ;trivial;[sound:NewEnglishFileIntHU410909A.mp3];X;5B
410910;Munka ;Work;[sound:NewEnglishFileIntHU410910A.mp3];X;5C
410911;könyvelő ;accountant;[sound:NewEnglishFileIntHU410911A.mp3];X;5C
410912;színész ;actor;[sound:NewEnglishFileIntHU410912A.mp3];X;5C
410913;főszakács ;chef;[sound:NewEnglishFileIntHU410913A.mp3];X;5C
410914;karmester ;conductor;[sound:NewEnglishFileIntHU410914A.mp3];X;5C
410915;szerződés ;contract;[sound:NewEnglishFileIntHU410915A.mp3];X;5C
410916;villanyszerelő ;electrician;[sound:NewEnglishFileIntHU410916A.mp3];X;5C
410917;tapasztalat ;experience;[sound:NewEnglishFileIntHU410917A.mp3];X;5C
410918;fix munkaidő ;fixed hours;[sound:NewEnglishFileIntHU410918A.mp3];X;5C
410919;teljes állás ;full-time job;[sound:NewEnglishFileIntHU410919A.mp3];X;5C
410920;meg van bízva vmivel ;in charge of;[sound:NewEnglishFileIntHU410920A.mp3];X;5C
410921;jogász ;lawyer;[sound:NewEnglishFileIntHU410921A.mp3];X;5C
410922;könyvtáros ;librarian;[sound:NewEnglishFileIntHU410922A.mp3];X;5C
410923;részmunkaidős állás ;part-time job;[sound:NewEnglishFileIntHU410923A.mp3];X;5C
410924;állandó ;permanent;[sound:NewEnglishFileIntHU410924A.mp3];X;5C
410925;vízvezetékszerelő ;plumber;[sound:NewEnglishFileIntHU410925A.mp3];X;5C
410926;pszichológus ;psychologist;[sound:NewEnglishFileIntHU410926A.mp3];X;5C
410927;képesítések ;qualifications;[sound:NewEnglishFileIntHU410927A.mp3];X;5C
410928;felmond ;resign;[sound:NewEnglishFileIntHU410928A.mp3];X;5C
410929;felelős vmiért ;responsible for something;[sound:NewEnglishFileIntHU410929A.mp3];X;5C
410930;nyugdíjba vonul ;retire;[sound:NewEnglishFileIntHU410930A.mp3];X;5C
410931;tudós ;scientist;[sound:NewEnglishFileIntHU410931A.mp3];X;5C
410932;magánvállalkozó ;self-employed;[sound:NewEnglishFileIntHU410932A.mp3];X;5C
410933;ideiglenes ;temporary;[sound:NewEnglishFileIntHU410933A.mp3];X;5C
410934;képzés, továbbképzés, tanfolyam ;training course;[sound:NewEnglishFileIntHU410934A.mp3];X;5C
410935;munkaidő  (pl n);working hours;[sound:NewEnglishFileIntHU410935A.mp3];X;5C
410936;versenyző ;contestant;[sound:NewEnglishFileIntHU410936A.mp3];X;5C
410937;ipar ;industry;[sound:NewEnglishFileIntHU410937A.mp3];X;5C
410938;bíró  (n);judge;[sound:NewEnglishFileIntHU410938A.mp3];X;5C
410939;marketing ;marketing;[sound:NewEnglishFileIntHU410939A.mp3];X;5C
410940;parlamenti képviselő ;MP (Member of Parliament);[sound:NewEnglishFileIntHU410940A.mp3];X;5C
410941;úgy tesz, mintha / tettet ;pretend  something;[sound:NewEnglishFileIntHU410941A.mp3];X;5C
410942;megbán vmit ;regret something;[sound:NewEnglishFileIntHU410942A.mp3];X;5C
