400748;kurkuma (n);turmeric;[sound:NewHeadwayInt4HU400748A.mp3];Turmeric adds a lovely yellow colour to food.;[sound:NewHeadwayInt4HU400748B.mp3];;X;Unit6
400749;hullámos (adj);wavy;[sound:NewHeadwayInt4HU400749A.mp3];She’s got dark wavy hair.;[sound:NewHeadwayInt4HU400749B.mp3];;X;Unit6
400750;viselet, öltözék (n);wear;[sound:NewHeadwayInt4HU400750A.mp3];They’ve got some lovely evening wear.;[sound:NewHeadwayInt4HU400750B.mp3];;X;Unit6
400751;esküvő (n);wedding;[sound:NewHeadwayInt4HU400751A.mp3];They’re getting married – the wedding is next month.;[sound:NewHeadwayInt4HU400751B.mp3];;X;Unit6
400752;jó magaviseletű (adj);well behaved;[sound:NewHeadwayInt4HU400752A.mp3];The children were polite and well behaved.;[sound:NewHeadwayInt4HU400752B.mp3];;X;Unit6
400753;jól öltözött (adj);well dressed;[sound:NewHeadwayInt4HU400753A.mp3];She’s always smart and well dressed.;[sound:NewHeadwayInt4HU400753B.mp3];;X;Unit6
400754;suttog (v);whisper;[sound:NewHeadwayInt4HU400754A.mp3];‘Keep quiet,’ he whispered.;[sound:NewHeadwayInt4HU400754B.mp3];;X;Unit6
400755;gyapjú ruhanemű (pl n);woollens;[sound:NewHeadwayInt4HU400755A.mp3];You should wash woollens separately.;[sound:NewHeadwayInt4HU400755B.mp3];;X;Unit6
400756;gondolkodásában és viselkedésében fiatalabb a koránál (adj);young at heart;[sound:NewHeadwayInt4HU400756A.mp3];She’s 70, but she’s very young at heart.;[sound:NewHeadwayInt4HU400756B.mp3];;X;Unit6
400757;hozzá van szokva (adj);(be) accustomed;[sound:NewHeadwayInt4HU400757A.mp3];We’re not accustomed to such hot weather.;[sound:NewHeadwayInt4HU400757B.mp3];;X;Unit7
400758;megegyezés (n);agreement;[sound:NewHeadwayInt4HU400758A.mp3];We finally reached agreement.;[sound:NewHeadwayInt4HU400758B.mp3];;X;Unit7
400759;jelentkezik valamire (v);apply for;[sound:NewHeadwayInt4HU400759A.mp3];Are you going to apply for that job?;[sound:NewHeadwayInt4HU400759B.mp3];;X;Unit7
400760;szerző (n);author;[sound:NewHeadwayInt4HU400760A.mp3];She is the author of several detective stories.;[sound:NewHeadwayInt4HU400760B.mp3];;X;Unit7
400761;odavan érte (v);be crazy about;[sound:NewHeadwayInt4HU400761A.mp3];It’s obvious that he’s crazy about her.;[sound:NewHeadwayInt4HU400761B.mp3];;X;Unit7
400762;nagyon szeret (v);be fond of;[sound:NewHeadwayInt4HU400762A.mp3];I’m really fond of my grandmother.;[sound:NewHeadwayInt4HU400762B.mp3];;X;Unit7
400763;odavan érte, lelkesedik érte (v);be keen on;[sound:NewHeadwayInt4HU400763A.mp3];She seems quite keen on the idea.;[sound:NewHeadwayInt4HU400763B.mp3];;X;Unit7
400764;elkapkodják (v);be snapped up;[sound:NewHeadwayInt4HU400764A.mp3];The nice shoes were snapped up quickly in the sale.;[sound:NewHeadwayInt4HU400764B.mp3];;X;Unit7
400765;legnagyobb példányszámban eladott (adj);best-selling;[sound:NewHeadwayInt4HU400765A.mp3];He wrote a best-selling cookery book.;[sound:NewHeadwayInt4HU400765B.mp3];;X;Unit7
400766;nem tudja elviselni (v);can’t bear;[sound:NewHeadwayInt4HU400766A.mp3];I can’t bear this music – it’s just noise!;[sound:NewHeadwayInt4HU400766B.mp3];;X;Unit7
400767;ki nem állhatja (v);can’t stand;[sound:NewHeadwayInt4HU400767A.mp3];I can’t stand being late – it really annoys me!;[sound:NewHeadwayInt4HU400767B.mp3];;X;Unit7
400768;kamra (n);chamber;[sound:NewHeadwayInt4HU400768A.mp3];There is a secret chamber behind the wall.;[sound:NewHeadwayInt4HU400768B.mp3];;X;Unit7
400769;zűrzavar (n);chaos;[sound:NewHeadwayInt4HU400769A.mp3];Everyone was screaming – it was chaos.;[sound:NewHeadwayInt4HU400769B.mp3];;X;Unit7
400770;gyakori, elterjedt (adj);common;[sound:NewHeadwayInt4HU400770A.mp3];These animals are very common in England – you see them everywhere.;[sound:NewHeadwayInt4HU400770B.mp3];;X;Unit7
400771;kapcsolatba lép (v);contact;[sound:NewHeadwayInt4HU400771A.mp3];Please contact me if you have any questions.;[sound:NewHeadwayInt4HU400771B.mp3];;X;Unit7
400772;földrész (n);continent;[sound:NewHeadwayInt4HU400772A.mp3];Asia is the largest continent in the world.;[sound:NewHeadwayInt4HU400772B.mp3];;X;Unit7
400773;példány (n);copy;[sound:NewHeadwayInt4HU400773A.mp3];I’ve got a copy of all her books.;[sound:NewHeadwayInt4HU400773B.mp3];;X;Unit7
400774;számtalan (adj);countless;[sound:NewHeadwayInt4HU400774A.mp3];He’s very popular – he’s got countless friends.;[sound:NewHeadwayInt4HU400774B.mp3];;X;Unit7
400775;teremt (v);create;[sound:NewHeadwayInt4HU400775A.mp3];They created a terrible mess.;[sound:NewHeadwayInt4HU400775B.mp3];;X;Unit7
400776;halálos (adj);deathly;[sound:NewHeadwayInt4HU400776A.mp3];There was a deathly silence.;[sound:NewHeadwayInt4HU400776B.mp3];;X;Unit7
400777;évtized (n);decade;[sound:NewHeadwayInt4HU400777A.mp3];The 1960s was an interesting decade.;[sound:NewHeadwayInt4HU400777B.mp3];;X;Unit7
400778;megerőltető (adj);demanding;[sound:NewHeadwayInt4HU400778A.mp3];Mountain climbing is physically demanding.;[sound:NewHeadwayInt4HU400778B.mp3];;X;Unit7
400779;ural (v);dominate;[sound:NewHeadwayInt4HU400779A.mp3];Tom dominated the conversation – no one else said very much.;[sound:NewHeadwayInt4HU400779B.mp3];;X;Unit7
400780;páros meccs (pl n);doubles;[sound:NewHeadwayInt4HU400780A.mp3];In tennis, you can play singles or doubles.;[sound:NewHeadwayInt4HU400780B.mp3];;X;Unit7
400781;felhőszakadás (n);downpour;[sound:NewHeadwayInt4HU400781A.mp3];There was a sudden downpour of rain.;[sound:NewHeadwayInt4HU400781B.mp3];;X;Unit7
400782;választ (v);elect;[sound:NewHeadwayInt4HU400782A.mp3];They will elect a new President next year.;[sound:NewHeadwayInt4HU400782B.mp3];;X;Unit7
400783;lelkes (adj);enthusiastic;[sound:NewHeadwayInt4HU400783A.mp3];She’s very enthusiastic about art.;[sound:NewHeadwayInt4HU400783B.mp3];;X;Unit7
400784;örökkévalóság (n);eternity;[sound:NewHeadwayInt4HU400784A.mp3];He promised to love her for eternity.;[sound:NewHeadwayInt4HU400784B.mp3];;X;Unit7
400785;eufória, boldogság (n);euphoria;[sound:NewHeadwayInt4HU400785A.mp3];She had a feeling of euphoria when she realized she had won.;[sound:NewHeadwayInt4HU400785B.mp3];;X;Unit7
400786;megbukik (v);fail;[sound:NewHeadwayInt4HU400786A.mp3];If you don’t work, you’ll fail your exams.;[sound:NewHeadwayInt4HU400786B.mp3];;X;Unit7
400787;rajongó, drukker (n);fan;[sound:NewHeadwayInt4HU400787A.mp3];He’s a Manchester United fan.;[sound:NewHeadwayInt4HU400787B.mp3];;X;Unit7
400788;jelmez (n);fancy dress;[sound:NewHeadwayInt4HU400788A.mp3];Everyone at the party was in fancy dress.;[sound:NewHeadwayInt4HU400788B.mp3];;X;Unit7
400789;nőstény (n);female;[sound:NewHeadwayInt4HU400789A.mp3];With lions, the females do the hunting.;[sound:NewHeadwayInt4HU400789B.mp3];;X;Unit7
400790;jó, rendben (adj);fine;[sound:NewHeadwayInt4HU400790A.mp3];‘Will you meet us there?’ ‘Yes, fine.’;[sound:NewHeadwayInt4HU400790B.mp3];;X;Unit7
400791;rókavadászat (n);foxhunting;[sound:NewHeadwayInt4HU400791A.mp3];In foxhunting, dogs are used to kill a fox.;[sound:NewHeadwayInt4HU400791B.mp3];;X;Unit7
400792;tehetséges (adj);gifted;[sound:NewHeadwayInt4HU400792A.mp3];He’s a gifted musician.;[sound:NewHeadwayInt4HU400792B.mp3];;X;Unit7
400793;kehely (n);goblet;[sound:NewHeadwayInt4HU400793A.mp3];They drank out of silver goblets.;[sound:NewHeadwayInt4HU400793B.mp3];;X;Unit7
400794;pálya (n);ground;[sound:NewHeadwayInt4HU400794A.mp3];What’s the name of the ground where Manchester United play?;[sound:NewHeadwayInt4HU400794B.mp3];;X;Unit7
400795;szent (n);hallow;[sound:NewHeadwayInt4HU400795A.mp3];A hallow is an old word for a holy person.;[sound:NewHeadwayInt4HU400795B.mp3];;X;Unit7
400796;harmónia (n);harmony;[sound:NewHeadwayInt4HU400796A.mp3];They try to live in harmony with nature.;[sound:NewHeadwayInt4HU400796B.mp3];;X;Unit7
400797;szót vált (v);have a word;[sound:NewHeadwayInt4HU400797A.mp3];Can I have a word with you later?;[sound:NewHeadwayInt4HU400797B.mp3];;X;Unit7
400798;tüzes (adj);heated;[sound:NewHeadwayInt4HU400798A.mp3];They had a heated argument.;[sound:NewHeadwayInt4HU400798B.mp3];;X;Unit7
400799;főhős (n);hero;[sound:NewHeadwayInt4HU400799A.mp3];Johnny Depp plays the hero of the film.;[sound:NewHeadwayInt4HU400799B.mp3];;X;Unit7
400800;lovaglás (n);horseriding;[sound:NewHeadwayInt4HU400800A.mp3];Horseriding is my favourite sport.;[sound:NewHeadwayInt4HU400800B.mp3];;X;Unit7
400801;Nem bánom. ();I don’t mind;[sound:NewHeadwayInt4HU400801A.mp3];It’s OK. I don’t mind waiting.;[sound:NewHeadwayInt4HU400801B.mp3];;X;Unit7
400802;kép(más) (n);image;[sound:NewHeadwayInt4HU400802A.mp3];On the screen was an image of a flower.;[sound:NewHeadwayInt4HU400802B.mp3];;X;Unit7
400803;ragadós, fertőző (adj);infectious;[sound:NewHeadwayInt4HU400803A.mp3];He has an infectious laugh.;[sound:NewHeadwayInt4HU400803B.mp3];;X;Unit7
400804;intézet (n);institute;[sound:NewHeadwayInt4HU400804A.mp3];I studied at the London Institute of Design.;[sound:NewHeadwayInt4HU400804B.mp3];;X;Unit7
400805;bemutat, bevezet (v);introduce;[sound:NewHeadwayInt4HU400805A.mp3];This new product was introduced last month.;[sound:NewHeadwayInt4HU400805B.mp3];;X;Unit7
400806;befektet (v);invest;[sound:NewHeadwayInt4HU400806A.mp3];She invested her money in the business.;[sound:NewHeadwayInt4HU400806B.mp3];;X;Unit7
400807;viccel (v);kid;[sound:NewHeadwayInt4HU400807A.mp3];I thought he was kidding, but in fact he was being serious.;[sound:NewHeadwayInt4HU400807B.mp3];;X;Unit7
400808;bevezet a piacra (v);launch;[sound:NewHeadwayInt4HU400808A.mp3];They’re launching a new product next week.;[sound:NewHeadwayInt4HU400808B.mp3];;X;Unit7
400809;pihenés (n);leisure;[sound:NewHeadwayInt4HU400809A.mp3];People now have more time for leisure.;[sound:NewHeadwayInt4HU400809B.mp3];;X;Unit7
400810;életmód, életstílus (n);lifestyle;[sound:NewHeadwayInt4HU400810A.mp3];She enjoys a glamorous lifestyle.;[sound:NewHeadwayInt4HU400810B.mp3];;X;Unit7
400811;gyűlöl (v); loathe;[sound:NewHeadwayInt4HU400811A.mp3];I loathe that man – he’s awful!;[sound:NewHeadwayInt4HU400811B.mp3];;X;Unit7
400812;kézírás (n);longhand;[sound:NewHeadwayInt4HU400812A.mp3];I don’t like writing in longhand – I prefer to work on a computer.;[sound:NewHeadwayInt4HU400812B.mp3];;X;Unit7
400813;bűvész- (a);magic;[sound:NewHeadwayInt4HU400813A.mp3];He did some magic tricks for the children.;[sound:NewHeadwayInt4HU400813B.mp3];;X;Unit7
400814;hírnévre tesz szert (v);make your mark;[sound:NewHeadwayInt4HU400814A.mp3];He wants to make his mark in Hollywood.;[sound:NewHeadwayInt4HU400814B.mp3];;X;Unit7
400815;hím (n);male;[sound:NewHeadwayInt4HU400815A.mp3];The males are usually bigger than the females.;[sound:NewHeadwayInt4HU400815B.mp3];;X;Unit7
400816;kanyaró (n);measles;[sound:NewHeadwayInt4HU400816A.mp3];Both the children are ill, they’ve got measles.;[sound:NewHeadwayInt4HU400816B.mp3];;X;Unit7
400817;média, tömegkom-munikációs eszközök (n);media;[sound:NewHeadwayInt4HU400817A.mp3];The crime was reported in the media.;[sound:NewHeadwayInt4HU400817B.mp3];;X;Unit7
400818;középkori (adj);medieval;[sound:NewHeadwayInt4HU400818A.mp3];People lived in castles in medieval times.;[sound:NewHeadwayInt4HU400818B.mp3];;X;Unit7
400819;csőcselék (n);mob;[sound:NewHeadwayInt4HU400819A.mp3];The angry mob marched down the street.;[sound:NewHeadwayInt4HU400819B.mp3];;X;Unit7
400820;musical (n);musical;[sound:NewHeadwayInt4HU400820A.mp3];He’s starring in a new musical on Broadway.;[sound:NewHeadwayInt4HU400820B.mp3];;X;Unit7
400821;mítosz, monda (n);myth;[sound:NewHeadwayInt4HU400821A.mp3];It’s not true that women are worse drivers than men – it’s a myth.;[sound:NewHeadwayInt4HU400821B.mp3];;X;Unit7
400822;kinevez, megnevez (v);name;[sound:NewHeadwayInt4HU400822A.mp3];They named John as their leader.;[sound:NewHeadwayInt4HU400822B.mp3];;X;Unit7
400823;számos (adj);numerous;[sound:NewHeadwayInt4HU400823A.mp3];She was late on numerous occasions.;[sound:NewHeadwayInt4HU400823B.mp3];;X;Unit7
400824;rögeszme, megszállottság (n);obsession;[sound:NewHeadwayInt4HU400824A.mp3];He’s got an obsession with money – he thinks about it all the time.;[sound:NewHeadwayInt4HU400824B.mp3];;X;Unit7
400825;egyszer és mindenkorra ();once and for all;[sound:NewHeadwayInt4HU400825A.mp3];We need to agree once and for all.;[sound:NewHeadwayInt4HU400825B.mp3];;X;Unit7
400826;árva (n);orphan;[sound:NewHeadwayInt4HU400826A.mp3];She became an orphan at the age of 12, when her parents died.;[sound:NewHeadwayInt4HU400826B.mp3];;X;Unit7
400827;szenvedélyesen szeret (adj);(be) passionate;[sound:NewHeadwayInt4HU400827A.mp3];He’s passionate about music – he loves it.;[sound:NewHeadwayInt4HU400827B.mp3];;X;Unit7
400828;filozófus (n);philosopher;[sound:NewHeadwayInt4HU400828A.mp3];Socrates was a famous philosopher.;[sound:NewHeadwayInt4HU400828B.mp3];;X;Unit7
400829;főnixmadár (n);phoenix;[sound:NewHeadwayInt4HU400829A.mp3];In stories, the phoenix is a bird that rose up again from the ashes of a fire.;[sound:NewHeadwayInt4HU400829B.mp3];;X;Unit7
400830;szegénység (n);poverty;[sound:NewHeadwayInt4HU400830A.mp3];There is a lot of poverty in some African countries.;[sound:NewHeadwayInt4HU400830B.mp3];;X;Unit7
400831;erő (n);power;[sound:NewHeadwayInt4HU400831A.mp3];These animals have great power and beauty.;[sound:NewHeadwayInt4HU400831B.mp3];;X;Unit7
400832;erős (adj);powerful;[sound:NewHeadwayInt4HU400832A.mp3];This car’s got a very powerful engine.;[sound:NewHeadwayInt4HU400832B.mp3];;X;Unit7
400833;producer (n);producer;[sound:NewHeadwayInt4HU400833A.mp3];The producer is the person in charge of making a TV programme.;[sound:NewHeadwayInt4HU400833B.mp3];;X;Unit7
400834;pszichológiai (adj);psychological;[sound:NewHeadwayInt4HU400834A.mp3];The clinic helps children with psychological problems.;[sound:NewHeadwayInt4HU400834B.mp3];;X;Unit7
400835;magániskola (n);public school;[sound:NewHeadwayInt4HU400835A.mp3];In Britain, you pay to go to a public school.;[sound:NewHeadwayInt4HU400835B.mp3];;X;Unit7
400836;rendszeres (adj);regular;[sound:NewHeadwayInt4HU400836A.mp3];He was a regular visitor to our house.;[sound:NewHeadwayInt4HU400836B.mp3];;X;Unit7
400837;lemond (v);resign;[sound:NewHeadwayInt4HU400837A.mp3];He resigned from his job.;[sound:NewHeadwayInt4HU400837B.mp3];;X;Unit7
400838;reagál, válaszol (v);respond;[sound:NewHeadwayInt4HU400838A.mp3];He didn’t respond to her question.;[sound:NewHeadwayInt4HU400838B.mp3];;X;Unit7
400839;versengés, vetélkedés (n);rivalry;[sound:NewHeadwayInt4HU400839A.mp3];There is a lot of rivalry between the two brothers.;[sound:NewHeadwayInt4HU400839B.mp3];;X;Unit7
400840;lelassít (v);slow down;[sound:NewHeadwayInt4HU400840A.mp3];You should slow down and relax sometimes.;[sound:NewHeadwayInt4HU400840B.mp3];;X;Unit7
400841;foci, labdarúgás (n);soccer;[sound:NewHeadwayInt4HU400841A.mp3];In the US football is called soccer.;[sound:NewHeadwayInt4HU400841B.mp3];;X;Unit7
400842;előkelőség (n);socialite;[sound:NewHeadwayInt4HU400842A.mp3];She’s a wealthy socialite who goes to all the best parties.;[sound:NewHeadwayInt4HU400842B.mp3];;X;Unit7
400843;elrendez, megold (v);sort out;[sound:NewHeadwayInt4HU400843A.mp3];We must sort out this problem.;[sound:NewHeadwayInt4HU400843B.mp3];;X;Unit7
400844;színpad (n);stage;[sound:NewHeadwayInt4HU400844A.mp3];She stood up on the stage and started singing.;[sound:NewHeadwayInt4HU400844B.mp3];;X;Unit7
400845;statisztika (n pl);statistics;[sound:NewHeadwayInt4HU400845A.mp3];There are new statistics on unemployment.;[sound:NewHeadwayInt4HU400845B.mp3];;X;Unit7
400846;egyezséget meggátoló tényező, vitatott pont (n);sticking point;[sound:NewHeadwayInt4HU400846A.mp3];The sticking point was money – we just couldn’t agree about that.;[sound:NewHeadwayInt4HU400846B.mp3];;X;Unit7
400847;sztrájk (n);strike;[sound:NewHeadwayInt4HU400847A.mp3];Postmen went on strike for more money.;[sound:NewHeadwayInt4HU400847B.mp3];;X;Unit7
400848;szupersztár (n);superstar;[sound:NewHeadwayInt4HU400848A.mp3];He has become a tennis superstar.;[sound:NewHeadwayInt4HU400848B.mp3];;X;Unit7
400849;együttérzés (n);sympathy;[sound:NewHeadwayInt4HU400849A.mp3];When her mother died, I sent a card to express my sympathy.;[sound:NewHeadwayInt4HU400849B.mp3];;X;Unit7
400850;tehetség (n);talent;[sound:NewHeadwayInt4HU400850A.mp3];She’s got a real talent for music.;[sound:NewHeadwayInt4HU400850B.mp3];;X;Unit7
400851;tetoválás (n);tattoo;[sound:NewHeadwayInt4HU400851A.mp3];He had a tattoo of a bird on his arm.;[sound:NewHeadwayInt4HU400851B.mp3];;X;Unit7
400852;igazi nagy siker, népszerűség ();the big time;[sound:NewHeadwayInt4HU400852A.mp3];Many singers dream of reaching the big time.;[sound:NewHeadwayInt4HU400852B.mp3];;X;Unit7
400853;kiélvezi az életet ();live life to the full;[sound:NewHeadwayInt4HU400853A.mp3];She believes in living life to the full.;[sound:NewHeadwayInt4HU400853B.mp3];;X;Unit7
400854;teljesen (adv);totally;[sound:NewHeadwayInt4HU400854A.mp3];The two towns are totally different.;[sound:NewHeadwayInt4HU400854B.mp3];;X;Unit7
400855;pálya (n);track;[sound:NewHeadwayInt4HU400855A.mp3];We ran twice around the running track.;[sound:NewHeadwayInt4HU400855B.mp3];;X;Unit7
400856;védjegy (n);trademark;[sound:NewHeadwayInt4HU400856A.mp3];All their products carry the company’s trademark.;[sound:NewHeadwayInt4HU400856B.mp3];;X;Unit7
400857;szerencsét próbál ();try one’s luck;[sound:NewHeadwayInt4HU400857A.mp3];He tried his luck at acting.;[sound:NewHeadwayInt4HU400857B.mp3];;X;Unit7
400858;csillogó (adj);twinkly;[sound:NewHeadwayInt4HU400858A.mp3];He’s got twinkly eyes.;[sound:NewHeadwayInt4HU400858B.mp3];;X;Unit7
400859;alsónemű (n);underwear;[sound:NewHeadwayInt4HU400859A.mp3];He was dressed only in his underwear.;[sound:NewHeadwayInt4HU400859B.mp3];;X;Unit7
400860;videojáték (n);video game;[sound:NewHeadwayInt4HU400860A.mp3];He spends hours playing video games.;[sound:NewHeadwayInt4HU400860B.mp3];;X;Unit7
400861;erőszakos (adj);violent;[sound:NewHeadwayInt4HU400861A.mp3];This was a very violent crime.;[sound:NewHeadwayInt4HU400861B.mp3];;X;Unit7
400862;megműveletlen föld (n);waste ground;[sound:NewHeadwayInt4HU400862A.mp3];The supermarket will be built on waste ground outside the city.;[sound:NewHeadwayInt4HU400862B.mp3];;X;Unit7
400863;varázsló (n);wizard;[sound:NewHeadwayInt4HU400863A.mp3];I don’t believe in witches and wizards.;[sound:NewHeadwayInt4HU400863B.mp3];;X;Unit7
400864;közeledik felé (v);approach;[sound:NewHeadwayInt4HU400864A.mp3];I felt nervous as I approached his office.;[sound:NewHeadwayInt4HU400864B.mp3];;X;Unit8
400865;emelkedés (n);ascent;[sound:NewHeadwayInt4HU400865A.mp3];The plane took off and began its ascent to 6000 metres.;[sound:NewHeadwayInt4HU400865B.mp3];;X;Unit8
400866;léggömb (n);balloon;[sound:NewHeadwayInt4HU400866A.mp3];We hung balloons around the room before the party.;[sound:NewHeadwayInt4HU400866B.mp3];;X;Unit8
400867;központ (n);base;[sound:NewHeadwayInt4HU400867A.mp3];The company has its base in New York.;[sound:NewHeadwayInt4HU400867B.mp3];;X;Unit8
400868;küzdelem, csata (n);battle;[sound:NewHeadwayInt4HU400868A.mp3];She died after a long battle with cancer.;[sound:NewHeadwayInt4HU400868B.mp3];;X;Unit8
400869;harap (v);bite;[sound:NewHeadwayInt4HU400869A.mp3];She bit into the apple.;[sound:NewHeadwayInt4HU400869B.mp3];;X;Unit8
400870;fúj (v);blow;[sound:NewHeadwayInt4HU400870A.mp3];He blew on his soup to cool it.;[sound:NewHeadwayInt4HU400870B.mp3];;X;Unit8
400871;felfúj (v);blow up;[sound:NewHeadwayInt4HU400871A.mp3];Will you help me blow up these balloons?;[sound:NewHeadwayInt4HU400871B.mp3];;X;Unit8
400872;testbeszéd (n);body language;[sound:NewHeadwayInt4HU400872A.mp3];His body language showed that he was nervous.;[sound:NewHeadwayInt4HU400872B.mp3];;X;Unit8
400873;bátor (adj);bold;[sound:NewHeadwayInt4HU400873A.mp3];I didn’t feel bold enough to introduce myself.;[sound:NewHeadwayInt4HU400873B.mp3];;X;Unit8
400874;emeletes ágy (n);bunk bed;[sound:NewHeadwayInt4HU400874A.mp3];The children sleep in bunk beds.;[sound:NewHeadwayInt4HU400874B.mp3];;X;Unit8
400875;kenu (n);canoe;[sound:NewHeadwayInt4HU400875A.mp3];We travelled up the river in a canoe.;[sound:NewHeadwayInt4HU400875B.mp3];;X;Unit8
400876;nagy erővel dob, hajít (v);catapult;[sound:NewHeadwayInt4HU400876A.mp3];When she crashed, she was catapulted out of the car.;[sound:NewHeadwayInt4HU400876B.mp3];;X;Unit8
400877;tapsol (v);clap;[sound:NewHeadwayInt4HU400877A.mp3];The audience clapped loudly.;[sound:NewHeadwayInt4HU400877B.mp3];;X;Unit8
400878;szikla (n);cliff;[sound:NewHeadwayInt4HU400878A.mp3];He fell off a high cliff into the sea below.;[sound:NewHeadwayInt4HU400878B.mp3];;X;Unit8
400879;legyőz (v);conquer;[sound:NewHeadwayInt4HU400879A.mp3];I managed to conquer my fear of heights.;[sound:NewHeadwayInt4HU400879B.mp3];;X;Unit8
400880;legénység (n);crew;[sound:NewHeadwayInt4HU400880A.mp3];The crew helped the passengers.;[sound:NewHeadwayInt4HU400880B.mp3];;X;Unit8
400881;átkel (v);cross;[sound:NewHeadwayInt4HU400881A.mp3];We crossed the river by boat.;[sound:NewHeadwayInt4HU400881B.mp3];;X;Unit8
400882;átkelőhely (n);crossing;[sound:NewHeadwayInt4HU400882A.mp3];This is the easiest crossing over the river.;[sound:NewHeadwayInt4HU400882B.mp3];;X;Unit8
400883;meggyógyít (v);cure;[sound:NewHeadwayInt4HU400883A.mp3];Doctors can cure some kinds of cancer.;[sound:NewHeadwayInt4HU400883B.mp3];;X;Unit8
400884;mer (v);dare;[sound:NewHeadwayInt4HU400884A.mp3];Would you dare to jump off here into the sea?;[sound:NewHeadwayInt4HU400884B.mp3];;X;Unit8
400885;vakmerő (adj);daring;[sound:NewHeadwayInt4HU400885A.mp3];This was a daring attack in broad daylight.;[sound:NewHeadwayInt4HU400885B.mp3];;X;Unit8
400886;kihirdet (v);declare;[sound:NewHeadwayInt4HU400886A.mp3];He was declared the winner.;[sound:NewHeadwayInt4HU400886B.mp3];;X;Unit8
400887;legyőz (v);defeat;[sound:NewHeadwayInt4HU400887A.mp3];They defeated their enemy and won the war.;[sound:NewHeadwayInt4HU400887B.mp3];;X;Unit8
400888;vereség (n);defeat;[sound:NewHeadwayInt4HU400888A.mp3];Arsenal suffered a 3-1 defeat last week.;[sound:NewHeadwayInt4HU400888B.mp3];;X;Unit8
400889;„Csináld magad“, barkácsolás (n);DIY;[sound:NewHeadwayInt4HU400889A.mp3];He loves doing DIY like putting up shelves.;[sound:NewHeadwayInt4HU400889B.mp3];;X;Unit8
400890;DNS (dezoxiribonukleinsav)(n);DNA;[sound:NewHeadwayInt4HU400890A.mp3];The police found traces of his DNA at the crime scene.;[sound:NewHeadwayInt4HU400890B.mp3];;X;Unit8
400891;birodalom (n);empire;[sound:NewHeadwayInt4HU400891A.mp3];The Roman Empire stretched all across Europe.;[sound:NewHeadwayInt4HU400891B.mp3];;X;Unit8
400892;szembekerül, szembenéz (v);face;[sound:NewHeadwayInt4HU400892A.mp3];We faced many problems on our journey.;[sound:NewHeadwayInt4HU400892B.mp3];;X;Unit8
400893;rettenthetetlen, bátor (adj);fearless;[sound:NewHeadwayInt4HU400893A.mp3];You have to be fearless to do skydiving.;[sound:NewHeadwayInt4HU400893B.mp3];;X;Unit8
400894;komp (v);ferry;[sound:NewHeadwayInt4HU400894A.mp3];There’s a boat to ferry people across the river.;[sound:NewHeadwayInt4HU400894B.mp3];;X;Unit8
400895;harcos (n);fighter;[sound:NewHeadwayInt4HU400895A.mp3];They see themselves as freedom fighters.;[sound:NewHeadwayInt4HU400895B.mp3];;X;Unit8
400896;kényszerít (v);force;[sound:NewHeadwayInt4HU400896A.mp3];You can’t force students to work.;[sound:NewHeadwayInt4HU400896B.mp3];;X;Unit8
400897;alapít (v);found;[sound:NewHeadwayInt4HU400897A.mp3];My grandfather founded the family business.;[sound:NewHeadwayInt4HU400897B.mp3];;X;Unit8
400898;kiborul (v);freak (out);[sound:NewHeadwayInt4HU400898A.mp3];I freaked out when I saw those huge spiders!;[sound:NewHeadwayInt4HU400898B.mp3];;X;Unit8
400899;gén (n);gene;[sound:NewHeadwayInt4HU400899A.mp3];Your genes determine what colour hair and eyes you have.;[sound:NewHeadwayInt4HU400899B.mp3];;X;Unit8
400900;elvadul, elszabadul (v);get out of hand;[sound:NewHeadwayInt4HU400900A.mp3];It started as a joke, but it got out of hand.;[sound:NewHeadwayInt4HU400900B.mp3];;X;Unit8
400901;nem ért meg valamit, nem fog fel (v);go over someone’s head;[sound:NewHeadwayInt4HU400901A.mp3];He tried to explain it to me, but it went over my head.;[sound:NewHeadwayInt4HU400901B.mp3];;X;Unit8
400902;nagyon szereti az édességet (v);have a sweet tooth;[sound:NewHeadwayInt4HU400902A.mp3];I love chocolate – I’ve got a really sweet tooth.;[sound:NewHeadwayInt4HU400902B.mp3];;X;Unit8
400903;problémába ütközik (v);hit a problem;[sound:NewHeadwayInt4HU400903A.mp3];The trip started well, but then hit a few problems.;[sound:NewHeadwayInt4HU400903B.mp3];;X;Unit8
400904;üreges (adj);hollow;[sound:NewHeadwayInt4HU400904A.mp3];There’s a hollow tree in the park.;[sound:NewHeadwayInt4HU400904B.mp3];;X;Unit8
400905;őszintén, igazán (adv);honestly;[sound:NewHeadwayInt4HU400905A.mp3];It wasn’t me – honestly!;[sound:NewHeadwayInt4HU400905B.mp3];;X;Unit8
400906;megölel (v);hug;[sound:NewHeadwayInt4HU400906A.mp3];He ran towards me and hugged me.;[sound:NewHeadwayInt4HU400906B.mp3];;X;Unit8
400907;jéghegy (n);iceberg;[sound:NewHeadwayInt4HU400907A.mp3];Titanic hit an iceberg.;[sound:NewHeadwayInt4HU400907B.mp3];;X;Unit8
400908;analfabéta (v);illiterate;[sound:NewHeadwayInt4HU400908A.mp3];He’s illiterate – he can’t read or write.;[sound:NewHeadwayInt4HU400908B.mp3];;X;Unit8
